label,cluster_no
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,7
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,6
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,6
mothbeans,6
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,5
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,6
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,5
lentil,5
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,4
mango,4
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,4
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,4
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,0
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,0
orange,1
orange,1
orange,1
orange,0
orange,4
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,0
orange,1
orange,1
orange,1
orange,0
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,0
orange,0
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,0
orange,0
orange,1
orange,1
orange,1
orange,1
orange,1
orange,0
orange,4
orange,1
orange,1
orange,0
orange,0
orange,0
orange,1
orange,1
orange,1
orange,1
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,7
papaya,7
papaya,0
papaya,0
papaya,4
papaya,7
papaya,4
papaya,0
papaya,0
papaya,0
papaya,4
papaya,7
papaya,0
papaya,4
papaya,0
papaya,0
papaya,7
papaya,0
papaya,7
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,4
papaya,1
papaya,0
papaya,0
papaya,7
papaya,0
papaya,7
papaya,7
papaya,7
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,7
papaya,0
papaya,1
papaya,0
papaya,3
papaya,4
papaya,3
papaya,0
papaya,7
papaya,1
papaya,0
papaya,7
papaya,3
papaya,3
papaya,4
papaya,0
papaya,4
papaya,3
papaya,0
papaya,3
papaya,0
papaya,7
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,3
papaya,0
papaya,4
papaya,7
papaya,7
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,3
papaya,1
papaya,0
papaya,0
papaya,7
papaya,4
papaya,0
papaya,0
papaya,0
papaya,0
papaya,7
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,3
coffee,3
coffee,3
coffee,7
coffee,3
coffee,7
coffee,3
coffee,3
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,3
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
